f_crack;uf;ua;Tmax_K;net_ROP_NO_kmol_m3_s;net_ROP_NO2_kmol_m3_s;net_ROP_N2O_kmol_m3_s;bar_plot_path;NO_top1_rxn_idx;NO_top1_contrib_kmol_m3_s;NO_top1_rxn_eq;NO_top2_rxn_idx;NO_top2_contrib_kmol_m3_s;NO_top2_rxn_eq;NO_top3_rxn_idx;NO_top3_contrib_kmol_m3_s;NO_top3_rxn_eq;NO_top4_rxn_idx;NO_top4_contrib_kmol_m3_s;NO_top4_rxn_eq;NO_top5_rxn_idx;NO_top5_contrib_kmol_m3_s;NO_top5_rxn_eq;NO_top6_rxn_idx;NO_top6_contrib_kmol_m3_s;NO_top6_rxn_eq;NO_top7_rxn_idx;NO_top7_contrib_kmol_m3_s;NO_top7_rxn_eq;NO_top8_rxn_idx;NO_top8_contrib_kmol_m3_s;NO_top8_rxn_eq;NO_top9_rxn_idx;NO_top9_contrib_kmol_m3_s;NO_top9_rxn_eq;NO_top10_rxn_idx;NO_top10_contrib_kmol_m3_s;NO_top10_rxn_eq;NO2_top1_rxn_idx;NO2_top1_contrib_kmol_m3_s;NO2_top1_rxn_eq;NO2_top2_rxn_idx;NO2_top2_contrib_kmol_m3_s;NO2_top2_rxn_eq;NO2_top3_rxn_idx;NO2_top3_contrib_kmol_m3_s;NO2_top3_rxn_eq;NO2_top4_rxn_idx;NO2_top4_contrib_kmol_m3_s;NO2_top4_rxn_eq;NO2_top5_rxn_idx;NO2_top5_contrib_kmol_m3_s;NO2_top5_rxn_eq;NO2_top6_rxn_idx;NO2_top6_contrib_kmol_m3_s;NO2_top6_rxn_eq;NO2_top7_rxn_idx;NO2_top7_contrib_kmol_m3_s;NO2_top7_rxn_eq;NO2_top8_rxn_idx;NO2_top8_contrib_kmol_m3_s;NO2_top8_rxn_eq;NO2_top9_rxn_idx;NO2_top9_contrib_kmol_m3_s;NO2_top9_rxn_eq;NO2_top10_rxn_idx;NO2_top10_contrib_kmol_m3_s;NO2_top10_rxn_eq;N2O_top1_rxn_idx;N2O_top1_contrib_kmol_m3_s;N2O_top1_rxn_eq;N2O_top2_rxn_idx;N2O_top2_contrib_kmol_m3_s;N2O_top2_rxn_eq;N2O_top3_rxn_idx;N2O_top3_contrib_kmol_m3_s;N2O_top3_rxn_eq;N2O_top4_rxn_idx;N2O_top4_contrib_kmol_m3_s;N2O_top4_rxn_eq;N2O_top5_rxn_idx;N2O_top5_contrib_kmol_m3_s;N2O_top5_rxn_eq;N2O_top6_rxn_idx;N2O_top6_contrib_kmol_m3_s;N2O_top6_rxn_eq;N2O_top7_rxn_idx;N2O_top7_contrib_kmol_m3_s;N2O_top7_rxn_eq;N2O_top8_rxn_idx;N2O_top8_contrib_kmol_m3_s;N2O_top8_rxn_eq;N2O_top9_rxn_idx;N2O_top9_contrib_kmol_m3_s;N2O_top9_rxn_eq;N2O_top10_rxn_idx;N2O_top10_contrib_kmol_m3_s;N2O_top10_rxn_eq
0.5;2.0;5.0;2000.648319049053;0.4561340679882874;0.003128493994576685;0.030549894892324337;figures_multi_case_rop\bar_ROP_NO_f0.5_uf2.0_ua5.0.png;221;0.427385581554246;N + OH <=> H + NO;272;0.32693904967111576;H + HNO <=> H2 + NO;219;-0.3207697208287202;N + NO <=> N2 + O;239;-0.12035348317858634;NH + NO <=> H + N2O;232;0.11350882026131484;NH + O <=> H + NO;220;0.04234932906435363;N + O2 <=> NO + O;241;-0.03948610633515187;NH + NO <=> N2 + OH;240;0.033241634869367105;NH + NO <=> H + N2O;273;0.02538982207952879;HNO + OH <=> H2O + NO;262;-0.017230781195138815;NNH + O <=> NH + NO;227;0.004470713292026579;HO2 + NO <=> NO2 + OH;229;-0.000869242707346914;NO2 + O <=> NO + O2;230;-0.0007650918451132483;H + NO2 <=> NO + OH;228;0.0002921204941085674;NO + O + M <=> NO2 + M;275;-5.117589033392907e-09;HNO + NO2 <=> HONO + NO;258;-7.198470916207414e-11;NH2 + NO2 <=> H2O + N2O;243;-4.952507170791158e-11;NH + NO2 <=> N2O + OH;257;1.1851120838202552e-15;HONO + NH2 <=> NH3 + NO2;;;;;;;239;0.27081786997447;NH + NO <=> H + N2O;224;-0.15037831732118428;H + N2O <=> N2 + OH;240;-0.07468463641273422;NH + NO <=> H + N2O;261;-0.007637271781961827;NNH + O <=> H + N2O;226;-0.007333419750075064;N2O (+M) <=> N2 + O (+M);225;-0.00012229822471938203;N2O + OH <=> HO2 + N2;222;-6.0004709912635354e-05;N2O + O <=> N2 + O2;223;-5.4187472079659145e-05;N2O + O <=> 2 NO;243;2.030213438928131e-06;NH + NO2 <=> N2O + OH;258;1.3037708248353033e-07;NH2 + NO2 <=> H2O + N2O
0.5;2.0;10.0;1902.3182838644368;0.803528738722691;0.009527995216586264;0.057654950926064714;figures_multi_case_rop\bar_ROP_NO_f0.5_uf2.0_ua10.0.png;272;0.6099025639935778;H + HNO <=> H2 + NO;221;0.6064147549837181;N + OH <=> H + NO;219;-0.5067621666185982;N + NO <=> N2 + O;232;0.2379522547949351;NH + O <=> H + NO;239;-0.19399205848835582;NH + NO <=> H + N2O;220;0.09073638797667294;N + O2 <=> NO + O;241;-0.06153020090115117;NH + NO <=> N2 + OH;240;0.05309012672968862;NH + NO <=> H + N2O;273;0.04116364882266459;HNO + OH <=> H2O + NO;270;-0.024759376933540682;H + NO + M <=> HNO + M;227;0.014975312388454476;HO2 + NO <=> NO2 + OH;230;-0.004406148738977827;H + NO2 <=> NO + OH;229;-0.0016566116161602481;NO2 + O <=> NO + O2;228;0.000615475251150943;NO + O + M <=> NO2 + M;275;-2.1700488833105266e-08;HNO + NO2 <=> HONO + NO;258;-8.919866915247933e-09;NH2 + NO2 <=> H2O + N2O;243;-1.447375442305e-09;NH + NO2 <=> N2O + OH;242;-2.692246376385249e-13;HONO + NH <=> NH2 + NO2;257;1.1933341500579135e-13;HONO + NH2 <=> NH3 + NO2;;;;239;0.41672389510234037;NH + NO <=> H + N2O;224;-0.23075084514785718;H + N2O <=> N2 + OH;240;-0.11389737550284813;NH + NO <=> H + N2O;261;-0.00808798960504742;NNH + O <=> H + N2O;226;-0.005988762953907;N2O (+M) <=> N2 + O (+M);225;-0.0001406625684997013;N2O + OH <=> HO2 + N2;222;-0.00011795562146059351;N2O + O <=> N2 + O2;223;-8.996060021857677e-05;N2O + O <=> 2 NO;243;4.287076640561894e-06;NH + NO2 <=> N2O + OH;258;3.207469223865761e-07;NH2 + NO2 <=> H2O + N2O
0.5;5.0;2.0;2010.9094395698457;0.40809088165983753;0.003877259851636427;0.02739763681472964;figures_multi_case_rop\bar_ROP_NO_f0.5_uf5.0_ua2.0.png;221;0.33677475780936783;N + OH <=> H + NO;272;0.25954068934892444;H + HNO <=> H2 + NO;219;-0.22349315121331564;N + NO <=> N2 + O;232;0.09263856986663965;NH + O <=> H + NO;239;-0.08175533456676704;NH + NO <=> H + N2O;220;0.03163885150450646;N + O2 <=> NO + O;241;-0.027279350491382796;NH + NO <=> N2 + OH;273;0.02259792454469994;HNO + OH <=> H2O + NO;240;0.022596640691472353;NH + NO <=> H + N2O;262;-0.012057487613725763;NNH + O <=> NH + NO;227;0.006237901779906191;HO2 + NO <=> NO2 + OH;230;-0.0016011991969367653;H + NO2 <=> NO + OH;229;-0.0011392104255847156;NO2 + O <=> NO + O2;228;0.0003797801692161245;NO + O + M <=> NO2 + M;275;-1.238392779958446e-08;HNO + NO2 <=> HONO + NO;243;-5.419674673494107e-11;NH + NO2 <=> N2O + OH;258;-3.68384038291876e-11;NH2 + NO2 <=> H2O + N2O;242;-2.1704595890922343e-15;HONO + NH <=> NH2 + NO2;;;;;;;239;0.22406170096910866;NH + NO <=> H + N2O;224;-0.12138667760890896;H + N2O <=> N2 + OH;240;-0.06173746130006682;NH + NO <=> H + N2O;226;-0.00737986488307559;N2O (+M) <=> N2 + O (+M);261;-0.006007676396010229;NNH + O <=> H + N2O;225;-8.946488037711773e-05;N2O + OH <=> HO2 + N2;222;-3.408287678149721e-05;N2O + O <=> N2 + O2;223;-3.0292739394875642e-05;N2O + O <=> 2 NO;243;1.3568987644875435e-06;NH + NO2 <=> N2O + OH;258;9.963147160040418e-08;NH2 + NO2 <=> H2O + N2O
0.5;5.0;5.0;1967.6207393360273;0.5873793266525751;0.0066005950153307505;0.03997558373630211;figures_multi_case_rop\bar_ROP_NO_f0.5_uf5.0_ua5.0.png;221;0.4327002869924477;N + OH <=> H + NO;272;0.36864929763934956;H + HNO <=> H2 + NO;219;-0.2913745343170127;N + NO <=> N2 + O;232;0.14408673875952901;NH + O <=> H + NO;239;-0.10041518486056172;NH + NO <=> H + N2O;220;0.052744089416521825;N + O2 <=> NO + O;241;-0.033332726688411043;NH + NO <=> N2 + OH;273;0.02934620172499676;HNO + OH <=> H2O + NO;240;0.027636922537548576;NH + NO <=> H + N2O;270;-0.017428588509650948;H + NO + M <=> HNO + M;227;0.015550234938718642;HO2 + NO <=> NO2 + OH;230;-0.00781018633759226;H + NO2 <=> NO + OH;229;-0.001840376346370816;NO2 + O <=> NO + O2;228;0.0007009559287119607;NO + O + M <=> NO2 + M;275;-3.217421201445555e-08;HNO + NO2 <=> HONO + NO;258;-6.649062261732925e-10;NH2 + NO2 <=> H2O + N2O;243;-3.2892904135067457e-10;NH + NO2 <=> N2O + OH;242;-1.0179123247456265e-13;HONO + NH <=> NH2 + NO2;257;1.2296941526691716e-14;HONO + NH2 <=> NH3 + NO2;;;;239;0.3002950133558804;NH + NO <=> H + N2O;224;-0.1638583879595423;H + N2O <=> N2 + OH;240;-0.08241749370043162;NH + NO <=> H + N2O;226;-0.006937756238001591;N2O (+M) <=> N2 + O (+M);261;-0.006914712996834569;NNH + O <=> H + N2O;225;-9.972536674299697e-05;N2O + OH <=> HO2 + N2;222;-5.128673525572835e-05;N2O + O <=> N2 + O2;223;-4.235485171863679e-05;N2O + O <=> 2 NO;243;2.1256517098404463e-06;NH + NO2 <=> N2O + OH;258;1.6257723932612683e-07;NH2 + NO2 <=> H2O + N2O
0.5;5.0;10.0;1882.4067303999802;0.9109911524235021;0.010745902833461834;0.06631030790631327;figures_multi_case_rop\bar_ROP_NO_f0.5_uf5.0_ua10.0.png;272;0.7073905061469188;H + HNO <=> H2 + NO;221;0.6636108995554697;N + OH <=> H + NO;219;-0.5792422238339359;N + NO <=> N2 + O;232;0.28096155213777835;NH + O <=> H + NO;239;-0.22140387738195452;NH + NO <=> H + N2O;220;0.11027731175934488;N + O2 <=> NO + O;241;-0.06971633333663568;NH + NO <=> N2 + OH;240;0.06047544319405776;NH + NO <=> H + N2O;273;0.04519075780888121;HNO + OH <=> H2O + NO;270;-0.0319919376871856;H + NO + M <=> HNO + M;227;0.02900897471044439;HO2 + NO <=> NO2 + OH;230;-0.016857075266405355;H + NO2 <=> NO + OH;229;-0.0025188936280154776;NO2 + O <=> NO + O2;228;0.001112962260926458;NO + O + M <=> NO2 + M;275;-4.217317915817923e-08;HNO + NO2 <=> HONO + NO;258;-1.866418300820714e-08;NH2 + NO2 <=> H2O + N2O;243;-4.405107329441068e-09;NH + NO2 <=> N2O + OH;242;-1.288002125737602e-12;HONO + NH <=> NH2 + NO2;257;2.6931645502823857e-13;HONO + NH2 <=> NH3 + NO2;;;;239;0.4677290602293484;NH + NO <=> H + N2O;224;-0.2593255012063213;H + N2O <=> N2 + OH;240;-0.12762339008739218;NH + NO <=> H + N2O;261;-0.00840692113972566;NNH + O <=> H + N2O;226;-0.005663398373657412;N2O (+M) <=> N2 + O (+M);225;-0.00014977945595666685;N2O + OH <=> HO2 + N2;222;-0.00014700035139616642;N2O + O <=> N2 + O2;223;-0.00010850150387301347;N2O + O <=> 2 NO;243;5.3340200000334915e-06;NH + NO2 <=> N2O + OH;258;4.0577528725370154e-07;NH2 + NO2 <=> H2O + N2O
0.5;10.0;2.0;1953.4827280078318;0.5961128743979526;0.006117780493217911;0.03932449098214674;figures_multi_case_rop\bar_ROP_NO_f0.5_uf10.0_ua2.0.png;221;0.4856636217136516;N + OH <=> H + NO;272;0.41615832772066863;H + HNO <=> H2 + NO;219;-0.3669725707738045;N + NO <=> N2 + O;232;0.15672387207189065;NH + O <=> H + NO;239;-0.13380424405433222;NH + NO <=> H + N2O;220;0.06099200867425759;N + O2 <=> NO + O;241;-0.0436637056833449;NH + NO <=> N2 + OH;240;0.036799155365810146;NH + NO <=> H + N2O;273;0.03102072837597856;HNO + OH <=> H2O + NO;262;-0.01748172910238907;NNH + O <=> NH + NO;227;0.01834629981852167;HO2 + NO <=> NO2 + OH;230;-0.010977442318862244;H + NO2 <=> NO + OH;229;-0.002091554167794609;NO2 + O <=> NO + O2;228;0.0008405238903082163;NO + O + M <=> NO2 + M;275;-4.541461882974242e-08;HNO + NO2 <=> HONO + NO;258;-8.520709961958891e-10;NH2 + NO2 <=> H2O + N2O;243;-4.6206559651614654e-10;NH + NO2 <=> N2O + OH;242;-2.1882258517555758e-13;HONO + NH <=> NH2 + NO2;257;1.9124639804805642e-14;HONO + NH2 <=> NH3 + NO2;;;;239;0.3360718151506645;NH + NO <=> H + N2O;224;-0.1893968827254134;H + N2O <=> N2 + OH;240;-0.09230982244107551;NH + NO <=> H + N2O;261;-0.008169897775113833;NNH + O <=> H + N2O;226;-0.006562224382947837;N2O (+M) <=> N2 + O (+M);225;-0.0001407033639030408;N2O + OH <=> HO2 + N2;222;-9.301617151396059e-05;N2O + O <=> N2 + O2;223;-7.797981973336855e-05;N2O + O <=> 2 NO;243;3.002845250548702e-06;NH + NO2 <=> N2O + OH;258;1.9966593269414104e-07;NH2 + NO2 <=> H2O + N2O
0.5;10.0;5.0;1912.6090394468297;0.8361736935180762;0.006697052748803875;0.05421961819645357;figures_multi_case_rop\bar_ROP_NO_f0.5_uf10.0_ua5.0.png;221;0.6264266924342813;N + OH <=> H + NO;272;0.6037312981953891;H + HNO <=> H2 + NO;219;-0.49824899844785175;N + NO <=> N2 + O;232;0.23811312194852327;NH + O <=> H + NO;239;-0.18408970444812486;NH + NO <=> H + N2O;220;0.08786176741426142;N + O2 <=> NO + O;241;-0.058778521269684594;NH + NO <=> N2 + OH;240;0.0504270844068052;NH + NO <=> H + N2O;273;0.04128194905104495;HNO + OH <=> H2O + NO;270;-0.024655674886704768;H + NO + M <=> HNO + M;227;0.009101918287250071;HO2 + NO <=> NO2 + OH;230;-0.001727691711650214;H + NO2 <=> NO + OH;229;-0.001094176814614204;NO2 + O <=> NO + O2;228;0.0004170145381859555;NO + O + M <=> NO2 + M;275;-7.966010672526374e-09;HNO + NO2 <=> HONO + NO;258;-3.1284078034787073e-09;NH2 + NO2 <=> H2O + N2O;243;-4.5595766573254845e-10;NH + NO2 <=> N2O + OH;257;3.5700147552962055e-14;HONO + NH2 <=> NH3 + NO2;242;-2.7291513203605825e-14;HONO + NH <=> NH2 + NO2;;;;239;0.41862987442704974;NH + NO <=> H + N2O;224;-0.23479207294951587;H + N2O <=> N2 + OH;240;-0.1145498340887354;NH + NO <=> H + N2O;261;-0.00862034705185898;NNH + O <=> H + N2O;226;-0.0060856111615395425;N2O (+M) <=> N2 + O (+M);225;-0.00014847034130027894;N2O + OH <=> HO2 + N2;222;-0.00012266398720533792;N2O + O <=> N2 + O2;223;-9.565252316654837e-05;N2O + O <=> 2 NO;243;4.103769217187116e-06;NH + NO2 <=> N2O + OH;258;2.921035086089043e-07;NH2 + NO2 <=> H2O + N2O
0.5;10.0;10.0;1868.5335689983183;0.7927707555920499;0.01042602056439778;0.07543773234190648;figures_multi_case_rop\bar_ROP_NO_f0.5_uf10.0_ua10.0.png;272;0.478775991467652;H + HNO <=> H2 + NO;221;0.2591722196921604;N + OH <=> H + NO;232;0.20184886930615328;NH + O <=> H + NO;219;-0.12694643294043603;N + NO <=> N2 + O;270;-0.0796191375194513;H + NO + M <=> HNO + M;220;0.05669195774139098;N + O2 <=> NO + O;273;0.04424484221886177;HNO + OH <=> H2O + NO;239;-0.04225181656163467;NH + NO <=> H + N2O;230;0.03368264326201432;H + NO2 <=> NO + OH;228;-0.027576603705689127;NO + O + M <=> NO2 + M;227;0.014018328656941557;HO2 + NO <=> NO2 + OH;230;-0.0028584016491727286;H + NO2 <=> NO + OH;229;-0.001268230334600997;NO2 + O <=> NO + O2;228;0.0005343864365154892;NO + O + M <=> NO2 + M;258;-4.751718590337773e-08;NH2 + NO2 <=> H2O + N2O;275;-9.232551455427345e-09;HNO + NO2 <=> HONO + NO;243;-5.79589886213537e-09;NH + NO2 <=> N2O + OH;257;5.193631806163978e-13;HONO + NH2 <=> NH3 + NO2;242;-1.6868191676324787e-13;HONO + NH <=> NH2 + NO2;;;;239;0.45081024416195664;NH + NO <=> H + N2O;224;-0.2413460517718821;H + N2O <=> N2 + OH;240;-0.12242650098893823;NH + NO <=> H + N2O;261;-0.006419429337379965;NNH + O <=> H + N2O;226;-0.004917369925199506;N2O (+M) <=> N2 + O (+M);222;-0.00010354689143217172;N2O + O <=> N2 + O2;225;-9.687002832175703e-05;N2O + OH <=> HO2 + N2;223;-6.957038122725304e-05;N2O + O <=> 2 NO;243;6.2377161901159996e-06;NH + NO2 <=> N2O + OH;258;5.897881407063561e-07;NH2 + NO2 <=> H2O + N2O
0.75;10.0;10.0;1796.4383688399741;0.3975160796252381;0.004122656856333462;0.01547907368467975;figures_multi_case_rop\bar_ROP_NO_f0.75_uf10.0_ua10.0.png;221;0.45378347118099377;N + OH <=> H + NO;219;-0.2446327199454901;N + NO <=> N2 + O;272;0.18927926558158067;H + HNO <=> H2 + NO;232;0.05656539786608004;NH + O <=> H + NO;270;-0.050758820978763323;H + NO + M <=> HNO + M;239;-0.03343795694635753;NH + NO <=> H + N2O;220;0.030377869417888975;N + O2 <=> NO + O;241;-0.010489717807437068;NH + NO <=> N2 + OH;240;0.009056537643782068;NH + NO <=> H + N2O;273;0.005144798689208991;HNO + OH <=> H2O + NO;227;0.007317371135523778;HO2 + NO <=> NO2 + OH;230;-0.002843858695806743;H + NO2 <=> NO + OH;229;-0.0005597804363583515;NO2 + O <=> NO + O2;228;0.00020892697211671556;NO + O + M <=> NO2 + M;275;-1.6680622407524494e-09;HNO + NO2 <=> HONO + NO;258;-2.9913232032083655e-10;NH2 + NO2 <=> H2O + N2O;243;-1.5194352382124088e-10;NH + NO2 <=> N2O + OH;242;-4.46075137500601e-15;HONO + NH <=> NH2 + NO2;;;;;;;239;0.09855909612035507;NH + NO <=> H + N2O;224;-0.05592509802063129;H + N2O <=> N2 + OH;240;-0.02627494572645111;NH + NO <=> H + N2O;261;-0.0006521217702334111;NNH + O <=> H + N2O;226;-0.00020988760338985497;N2O (+M) <=> N2 + O (+M);222;-7.804355973424496e-06;N2O + O <=> N2 + O2;225;-6.806034479804678e-06;N2O + OH <=> HO2 + N2;223;-3.535346787253132e-06;N2O + O <=> 2 NO;243;1.6204593322496583e-07;NH + NO2 <=> N2O + OH;258;1.4376337599149287e-08;NH2 + NO2 <=> H2O + N2O
0.75;10.0;20.0;1785.9765129842463;0.5105556312054252;0.005237118518040721;0.025661542629664393;figures_multi_case_rop\bar_ROP_NO_f0.75_uf10.0_ua20.0.png;221;0.29288770027171795;N + OH <=> H + NO;272;0.23686991886418202;H + HNO <=> H2 + NO;232;0.08994796492704482;NH + O <=> H + NO;270;-0.07519530651421744;H + NO + M <=> HNO + M;219;-0.07207562060527321;N + NO <=> N2 + O;220;0.03579581063906245;N + O2 <=> NO + O;230;0.013979413055414698;H + NO2 <=> NO + OH;228;-0.012099260700375043;NO + O + M <=> NO2 + M;273;0.01147946062690936;HNO + OH <=> H2O + NO;239;-0.009884525575212692;NH + NO <=> H + N2O;227;0.00912890378534642;HO2 + NO <=> NO2 + OH;230;-0.003581934388613473;H + NO2 <=> NO + OH;229;-0.0005529734994066276;NO2 + O <=> NO + O2;228;0.00024312427310235548;NO + O + M <=> NO2 + M;275;-1.0542915560847122e-09;HNO + NO2 <=> HONO + NO;258;-3.4156157502429956e-10;NH2 + NO2 <=> H2O + N2O;243;-2.565336193263135e-10;NH + NO2 <=> N2O + OH;242;-1.6811229942351765e-15;HONO + NH <=> NH2 + NO2;;;;;;;239;0.14607856597805352;NH + NO <=> H + N2O;224;-0.08053760333633435;H + N2O <=> N2 + OH;240;-0.038857505262592545;NH + NO <=> H + N2O;261;-0.0007867602040139273;NNH + O <=> H + N2O;226;-0.0002048698280565932;N2O (+M) <=> N2 + O (+M);222;-1.5439673901764713e-05;N2O + O <=> N2 + O2;225;-8.591619905052462e-06;N2O + OH <=> HO2 + N2;223;-6.654081801123701e-06;N2O + O <=> 2 NO;243;3.669925702632429e-07;NH + NO2 <=> N2O + OH;258;3.366564595756384e-08;NH2 + NO2 <=> H2O + N2O
0.75;10.0;30.0;1733.1078872219641;0.7361734081789445;0.006621774043248077;0.035336441667672726;figures_multi_case_rop\bar_ROP_NO_f0.75_uf10.0_ua30.0.png;272;0.36585251938989205;H + HNO <=> H2 + NO;221;0.3549641795958703;N + OH <=> H + NO;232;0.14411439063021012;NH + O <=> H + NO;270;-0.10019580958100341;H + NO + M <=> HNO + M;219;-0.09357846060650984;N + NO <=> N2 + O;220;0.05757985548762273;N + O2 <=> NO + O;230;0.024234061736558805;H + NO2 <=> NO + OH;228;-0.020725838941426655;NO + O + M <=> NO2 + M;273;0.01743241232348261;HNO + OH <=> H2O + NO;239;-0.01375304125113777;NH + NO <=> H + N2O;227;0.019445874932177698;HO2 + NO <=> NO2 + OH;230;-0.012438064031230104;H + NO2 <=> NO + OH;229;-0.0008872313337268312;NO2 + O <=> NO + O2;228;0.0005012022504801845;NO + O + M <=> NO2 + M;258;-3.545677049554664e-09;NH2 + NO2 <=> H2O + N2O;275;-2.5295082976521857e-09;HNO + NO2 <=> HONO + NO;243;-1.6992353377726571e-09;NH + NO2 <=> N2O + OH;242;-3.849464777969269e-14;HONO + NH <=> NH2 + NO2;257;6.3074150187187585e-15;HONO + NH2 <=> NH3 + NO2;;;;239;0.16639548667092555;NH + NO <=> H + N2O;224;-0.0864014187886852;H + N2O <=> N2 + OH;240;-0.0439689512523137;NH + NO <=> H + N2O;261;-0.0005182168825127784;NNH + O <=> H + N2O;226;-0.000137026363062431;N2O (+M) <=> N2 + O (+M);222;-1.9975925892804363e-05;N2O + O <=> N2 + O2;223;-7.378567091562442e-06;N2O + O <=> 2 NO;225;-6.722940836870273e-06;N2O + OH <=> HO2 + N2;243;5.820984542676158e-07;NH + NO2 <=> N2O + OH;258;6.361868825013843e-08;NH2 + NO2 <=> H2O + N2O
0.75;20.0;10.0;1801.5243927086133;0.4069233241972366;0.004323694832704345;0.0201080397707932;figures_multi_case_rop\bar_ROP_NO_f0.75_uf20.0_ua10.0.png;221;0.26165015565884703;N + OH <=> H + NO;272;0.18326891773134882;H + HNO <=> H2 + NO;232;0.0653097423299013;NH + O <=> H + NO;219;-0.06529009523245914;N + NO <=> N2 + O;270;-0.06409092712141698;H + NO + M <=> HNO + M;220;0.0266075273899634;N + O2 <=> NO + O;230;0.009495875927540176;H + NO2 <=> NO + OH;239;-0.008537292785658603;NH + NO <=> H + N2O;273;0.008379350829210251;HNO + OH <=> H2O + NO;228;-0.00823790113829319;NO + O + M <=> NO2 + M;227;0.010659740567589067;HO2 + NO <=> NO2 + OH;230;-0.006012789451143343;H + NO2 <=> NO + OH;229;-0.0006041040237899207;NO2 + O <=> NO + O2;228;0.0002808500457911279;NO + O + M <=> NO2 + M;275;-1.9415162187908727e-09;HNO + NO2 <=> HONO + NO;258;-1.9917577254045564e-10;NH2 + NO2 <=> H2O + N2O;243;-1.650467650900172e-10;NH + NO2 <=> N2O + OH;242;-4.183271421833904e-15;HONO + NH <=> NH2 + NO2;;;;;;;239;0.12732326190098803;NH + NO <=> H + N2O;224;-0.0721093479967998;H + N2O <=> N2 + OH;240;-0.03398041124121848;NH + NO <=> H + N2O;261;-0.0008657526642332072;NNH + O <=> H + N2O;226;-0.00023324227288389396;N2O (+M) <=> N2 + O (+M);222;-1.2227062204888794e-05;N2O + O <=> N2 + O2;225;-8.850323958117295e-06;N2O + OH <=> HO2 + N2;223;-5.67649589144442e-06;N2O + O <=> 2 NO;243;2.6384046391014246e-07;NH + NO2 <=> N2O + OH;258;2.2086531087819424e-08;NH2 + NO2 <=> H2O + N2O
0.75;20.0;20.0;1753.1252443988178;0.6316052926465533;0.006215217101605532;0.03149148208161454;figures_multi_case_rop\bar_ROP_NO_f0.75_uf20.0_ua20.0.png;221;0.3311097917103674;N + OH <=> H + NO;272;0.30328925359422154;H + HNO <=> H2 + NO;232;0.11793191355815975;NH + O <=> H + NO;270;-0.08915954806775349;H + NO + M <=> HNO + M;219;-0.08432150173991028;N + NO <=> N2 + O;220;0.04799237331147603;N + O2 <=> NO + O;230;0.019201863584938573;H + NO2 <=> NO + OH;228;-0.01649437585086499;NO + O + M <=> NO2 + M;273;0.014389887714377967;HNO + OH <=> H2O + NO;239;-0.01179442130257381;NH + NO <=> H + N2O;227;0.010333684389344603;HO2 + NO <=> NO2 + OH;230;-0.0038490818554891755;H + NO2 <=> NO + OH;229;-0.0005139352397030211;NO2 + O <=> NO + O2;228;0.0002445526628075931;NO + O + M <=> NO2 + M;258;-1.3151973479758429e-09;NH2 + NO2 <=> H2O + N2O;275;-9.372148243533896e-10;HNO + NO2 <=> HONO + NO;243;-6.029400649958733e-10;NH + NO2 <=> N2O + OH;242;-3.961499301626895e-15;HONO + NH <=> NH2 + NO2;257;1.7291927747669475e-15;HONO + NH2 <=> NH3 + NO2;;;;239;0.16560936534515355;NH + NO <=> H + N2O;224;-0.08927820826833607;H + N2O <=> N2 + OH;240;-0.04392540586721088;NH + NO <=> H + N2O;261;-0.0007045219453266512;NNH + O <=> H + N2O;226;-0.0001734786642023896;N2O (+M) <=> N2 + O (+M);222;-2.0177104299094907e-05;N2O + O <=> N2 + O2;225;-8.516393491222354e-06;N2O + OH <=> HO2 + N2;223;-8.13620666098038e-06;N2O + O <=> 2 NO;243;5.11221347706404e-07;NH + NO2 <=> N2O + OH;258;4.9964640583087874e-08;NH2 + NO2 <=> H2O + N2O
