f_crack,uf,ua,Tmax_K,net_ROP_NO_kmol_m3_s,net_ROP_NO2_kmol_m3_s,net_ROP_N2O_kmol_m3_s,bar_plot_path,NO_top1_rxn_idx,NO_top1_contrib_kmol_m3_s,NO_top1_rxn_eq,NO_top2_rxn_idx,NO_top2_contrib_kmol_m3_s,NO_top2_rxn_eq,NO_top3_rxn_idx,NO_top3_contrib_kmol_m3_s,NO_top3_rxn_eq,NO_top4_rxn_idx,NO_top4_contrib_kmol_m3_s,NO_top4_rxn_eq,NO_top5_rxn_idx,NO_top5_contrib_kmol_m3_s,NO_top5_rxn_eq,NO_top6_rxn_idx,NO_top6_contrib_kmol_m3_s,NO_top6_rxn_eq,NO_top7_rxn_idx,NO_top7_contrib_kmol_m3_s,NO_top7_rxn_eq,NO_top8_rxn_idx,NO_top8_contrib_kmol_m3_s,NO_top8_rxn_eq,NO_top9_rxn_idx,NO_top9_contrib_kmol_m3_s,NO_top9_rxn_eq,NO_top10_rxn_idx,NO_top10_contrib_kmol_m3_s,NO_top10_rxn_eq,NO2_top1_rxn_idx,NO2_top1_contrib_kmol_m3_s,NO2_top1_rxn_eq,NO2_top2_rxn_idx,NO2_top2_contrib_kmol_m3_s,NO2_top2_rxn_eq,NO2_top3_rxn_idx,NO2_top3_contrib_kmol_m3_s,NO2_top3_rxn_eq,NO2_top4_rxn_idx,NO2_top4_contrib_kmol_m3_s,NO2_top4_rxn_eq,NO2_top5_rxn_idx,NO2_top5_contrib_kmol_m3_s,NO2_top5_rxn_eq,NO2_top6_rxn_idx,NO2_top6_contrib_kmol_m3_s,NO2_top6_rxn_eq,NO2_top7_rxn_idx,NO2_top7_contrib_kmol_m3_s,NO2_top7_rxn_eq,NO2_top8_rxn_idx,NO2_top8_contrib_kmol_m3_s,NO2_top8_rxn_eq,NO2_top9_rxn_idx,NO2_top9_contrib_kmol_m3_s,NO2_top9_rxn_eq,NO2_top10_rxn_idx,NO2_top10_contrib_kmol_m3_s,NO2_top10_rxn_eq,N2O_top1_rxn_idx,N2O_top1_contrib_kmol_m3_s,N2O_top1_rxn_eq,N2O_top2_rxn_idx,N2O_top2_contrib_kmol_m3_s,N2O_top2_rxn_eq,N2O_top3_rxn_idx,N2O_top3_contrib_kmol_m3_s,N2O_top3_rxn_eq,N2O_top4_rxn_idx,N2O_top4_contrib_kmol_m3_s,N2O_top4_rxn_eq,N2O_top5_rxn_idx,N2O_top5_contrib_kmol_m3_s,N2O_top5_rxn_eq,N2O_top6_rxn_idx,N2O_top6_contrib_kmol_m3_s,N2O_top6_rxn_eq,N2O_top7_rxn_idx,N2O_top7_contrib_kmol_m3_s,N2O_top7_rxn_eq,N2O_top8_rxn_idx,N2O_top8_contrib_kmol_m3_s,N2O_top8_rxn_eq,N2O_top9_rxn_idx,N2O_top9_contrib_kmol_m3_s,N2O_top9_rxn_eq,N2O_top10_rxn_idx,N2O_top10_contrib_kmol_m3_s,N2O_top10_rxn_eq
0.5,2.0,5.0,1897.03472703709,0.619442428516015,0.011038511910071994,0.06060816921614998,test_NO_3\bar_ROP_NO_f0.5_uf2.0_ua5.0.png,272,0.3641377650966094,H + HNO <=> H2 + NO,221,0.2142353224880109,N + OH <=> H + NO,232,0.15405739478592081,NH + O <=> H + NO,219,-0.09529851524753943,N + NO <=> N2 + O,270,-0.06591145806094491,H + NO + M <=> HNO + M,220,0.042366249676866405,N + O2 <=> NO + O,273,0.03657430208059832,HNO + OH <=> H2O + NO,239,-0.031050124839288012,NH + NO <=> H + N2O,230,0.027370761874020162,H + NO2 <=> NO + OH,228,-0.022700719263874694,NO + O + M <=> NO2 + M,227,0.02950152192549371,HO2 + NO <=> NO2 + OH,230,-0.017111156876717173,H + NO2 <=> NO + OH,229,-0.0024405883327375142,NO2 + O <=> NO + O2,228,0.0010888112228627615,NO + O + M <=> NO2 + M,275,-4.489511279781644e-08,HNO + NO2 <=> HONO + NO,258,-2.5404158301866705e-08,NH2 + NO2 <=> H2O + N2O,243,-5.728062879471898e-09,NH + NO2 <=> N2O + OH,242,-1.880347361514761e-12,HONO + NH <=> NH2 + NO2,257,3.84538320492937e-13,HONO + NH2 <=> NH3 + NO2,,,,239,0.38632224253182185,NH + NO <=> H + N2O,224,-0.20849382225740323,H + N2O <=> N2 + OH,240,-0.10521844234373538,NH + NO <=> H + N2O,261,-0.0063519720491455245,NNH + O <=> H + N2O,226,-0.005427369741779709,N2O (+M) <=> N2 + O (+M),225,-9.331839773852517e-05,N2O + OH <=> HO2 + N2,222,-7.824321641183554e-05,N2O + O <=> N2 + O2,223,-5.570794699336215e-05,N2O + O <=> 2 NO,243,4.405069888836377e-06,NH + NO2 <=> N2O + OH,258,3.975676468745939e-07,NH2 + NO2 <=> H2O + N2O
0.5,2.0,10.0,1851.552191047486,1.6938226676835855,0.017882716496433658,0.1219358004889116,test_NO_3\bar_ROP_NO_f0.5_uf2.0_ua10.0.png,272,1.2676407333368842,H + HNO <=> H2 + NO,221,0.8482809258993255,N + OH <=> H + NO,219,-0.7909627658478359,N + NO <=> N2 + O,232,0.5489090320886466,NH + O <=> H + NO,239,-0.32134444190595945,NH + NO <=> H + N2O,220,0.20532799769812984,N + O2 <=> NO + O,241,-0.10056280503551436,NH + NO <=> N2 + OH,240,0.08741551338858791,NH + NO <=> H + N2O,273,0.08139370273804843,HNO + OH <=> H2O + NO,270,-0.0632342402357671,H + NO + M <=> HNO + M,227,0.04505918898703957,HO2 + NO <=> NO2 + OH,230,-0.02595164599685057,H + NO2 <=> NO + OH,229,-0.00262124640571227,NO2 + O <=> NO + O2,228,0.0013965708218091034,NO + O + M <=> NO2 + M,258,-9.079455015911196e-08,NH2 + NO2 <=> H2O + N2O,275,-4.210161318064379e-08,HNO + NO2 <=> HONO + NO,243,-1.8012476474085286e-08,NH + NO2 <=> N2O + OH,242,-2.3528276816828342e-12,HONO + NH <=> NH2 + NO2,257,1.140466598054167e-12,HONO + NH2 <=> NH3 + NO2,,,,239,0.7365648936987478,NH + NO <=> H + N2O,224,-0.3967954473434507,H + N2O <=> N2 + OH,240,-0.20020101324310804,NH + NO <=> H + N2O,261,-0.010563069236391978,NNH + O <=> H + N2O,226,-0.006440222864065953,N2O (+M) <=> N2 + O (+M),222,-0.0002725688681313785,N2O + O <=> N2 + O2,223,-0.00018633118856738504,N2O + O <=> 2 NO,225,-0.00018501319075683889,N2O + OH <=> HO2 + N2,243,1.3400535757997273e-05,NH + NO2 <=> N2O + OH,258,1.1721888780665616e-06,NH2 + NO2 <=> H2O + N2O
0.5,5.0,2.0,1920.500283349941,0.8116888765323628,0.008937266639110297,0.049528287642476104,test_NO_3\bar_ROP_NO_f0.5_uf5.0_ua2.0.png,221,0.5575753258233934,N + OH <=> H + NO,272,0.5321313463470017,H + HNO <=> H2 + NO,219,-0.3981325500472339,N + NO <=> N2 + O,232,0.21532650879453116,NH + O <=> H + NO,239,-0.13968574001948694,NH + NO <=> H + N2O,220,0.07559607094052741,N + O2 <=> NO + O,241,-0.04518582528083735,NH + NO <=> N2 + OH,273,0.038571749355544374,HNO + OH <=> H2O + NO,240,0.0382737719637387,NH + NO <=> H + N2O,270,-0.029486506179160824,H + NO + M <=> HNO + M,227,0.015152351751247876,HO2 + NO <=> NO2 + OH,230,-0.005226992935215686,H + NO2 <=> NO + OH,229,-0.0015977954110192503,NO2 + O <=> NO + O2,228,0.0006097264673077178,NO + O + M <=> NO2 + M,275,-1.9238920446331192e-08,HNO + NO2 <=> HONO + NO,258,-3.3155368694209932e-09,NH2 + NO2 <=> H2O + N2O,243,-6.786809089451082e-10,NH + NO2 <=> N2O + OH,242,-1.1220592955268292e-13,HONO + NH <=> NH2 + NO2,257,4.0070095230335825e-14,HONO + NH2 <=> NH3 + NO2,,,,239,0.3312721262373252,NH + NO <=> H + N2O,224,-0.17954593078159833,H + N2O <=> N2 + OH,240,-0.09041212335612868,NH + NO <=> H + N2O,261,-0.006023008763249453,NNH + O <=> H + N2O,226,-0.005584466728003656,N2O (+M) <=> N2 + O (+M),225,-8.511332628995154e-05,N2O + OH <=> HO2 + N2,222,-5.520300878872186e-05,N2O + O <=> N2 + O2,223,-4.0938349717667064e-05,N2O + O <=> 2 NO,243,2.7097831594755636e-06,NH + NO2 <=> N2O + OH,258,2.35935767892989e-07,NH2 + NO2 <=> H2O + N2O
0.5,5.0,5.0,1873.1873087483464,0.8443745275894311,0.013686034381116612,0.08027126528795005,test_NO_3\bar_ROP_NO_f0.5_uf5.0_ua5.0.png,219,-0.9324245509812125,N + NO <=> N2 + O,272,0.8880122716926924,H + HNO <=> H2 + NO,221,0.8259881365396095,N + OH <=> H + NO,239,-0.3714208144358134,NH + NO <=> H + N2O,232,0.3420757726201174,NH + O <=> H + NO,220,0.17908180994062112,N + O2 <=> NO + O,241,-0.1156715399678687,NH + NO <=> N2 + OH,240,0.10144478499436704,NH + NO <=> H + N2O,273,0.04546122004784956,HNO + OH <=> H2O + NO,256,-0.04388317996475648,NH2 + NO <=> NNH + OH,227,0.025023933755804032,HO2 + NO <=> NO2 + OH,230,-0.01018524487381921,H + NO2 <=> NO + OH,229,-0.0020212415213598247,NO2 + O <=> NO + O2,228,0.0008686794174249106,NO + O + M <=> NO2 + M,258,-5.812631519218897e-08,NH2 + NO2 <=> H2O + N2O,275,-2.4462706320979517e-08,HNO + NO2 <=> HONO + NO,243,-9.807449674443622e-09,NH + NO2 <=> N2O + OH,242,-1.0892606133637958e-12,HONO + NH <=> NH2 + NO2,257,6.271485494472507e-13,HONO + NH2 <=> NH3 + NO2,,,,239,0.486627109693619,NH + NO <=> H + N2O,224,-0.2611316306944856,H + N2O <=> N2 + OH,240,-0.13230197025393328,NH + NO <=> H + N2O,261,-0.007263427092080566,NNH + O <=> H + N2O,226,-0.005358086147663067,N2O (+M) <=> N2 + O (+M),222,-0.00011772909143936038,N2O + O <=> N2 + O2,225,-0.00010940263480297167,N2O + OH <=> HO2 + N2,223,-8.090650996704147e-05,N2O + O <=> 2 NO,243,6.698831230566725e-06,NH + NO2 <=> N2O + OH,258,6.091874724033856e-07,NH2 + NO2 <=> H2O + N2O
0.5,5.0,10.0,1805.319670738253,1.830046381077496,0.022345618707308033,0.13303633660121417,test_NO_3\bar_ROP_NO_f0.5_uf5.0_ua10.0.png,272,1.2767868696579754,H + HNO <=> H2 + NO,221,0.678758171450756,N + OH <=> H + NO,219,-0.5789650124177066,N + NO <=> N2 + O,232,0.5491540889969658,NH + O <=> H + NO,239,-0.22308708759144588,NH + NO <=> H + N2O,220,0.18905069966723564,N + O2 <=> NO + O,270,-0.10309112301270944,H + NO + M <=> HNO + M,273,0.08271302625918234,HNO + OH <=> H2O + NO,241,-0.06974232296032615,NH + NO <=> N2 + OH,240,0.060286487991766294,NH + NO <=> H + N2O,227,0.048511424178830094,HO2 + NO <=> NO2 + OH,230,-0.024900789978949095,H + NO2 <=> NO + OH,229,-0.0026280948104055227,NO2 + O <=> NO + O2,228,0.0013636380405169246,NO + O + M <=> NO2 + M,258,-4.4440178126675845e-07,NH2 + NO2 <=> H2O + N2O,243,-7.4769161005368e-08,NH + NO2 <=> N2O + OH,275,-3.955153443662927e-08,HNO + NO2 <=> HONO + NO,242,-5.345740400257985e-12,HONO + NH <=> NH2 + NO2,257,5.138083858716192e-12,HONO + NH2 <=> NH3 + NO2,,,,239,0.850618455095717,NH + NO <=> H + N2O,224,-0.46941181050334463,H + N2O <=> N2 + OH,240,-0.23074878633504925,NH + NO <=> H + N2O,261,-0.011032964521907954,NNH + O <=> H + N2O,226,-0.0053916126147756285,N2O (+M) <=> N2 + O (+M),222,-0.0004708281890906272,N2O + O <=> N2 + O2,223,-0.0003093969358828908,N2O + O <=> 2 NO,225,-0.000235852308174159,N2O + OH <=> HO2 + N2,243,1.765147365069175e-05,NH + NO2 <=> N2O + OH,258,1.4814400715729264e-06,NH2 + NO2 <=> H2O + N2O
0.5,10.0,2.0,1855.0119964646597,1.0648156974521128,0.011418942930461298,0.08814146671756679,test_NO_3\bar_ROP_NO_f0.5_uf10.0_ua2.0.png,272,0.9323478805378433,H + HNO <=> H2 + NO,219,-0.7965992536865529,N + NO <=> N2 + O,221,0.7932395321548433,N + OH <=> H + NO,232,0.37250898455180853,NH + O <=> H + NO,239,-0.3156173968075745,NH + NO <=> H + N2O,220,0.15622169069910796,N + O2 <=> NO + O,241,-0.0978604808356604,NH + NO <=> N2 + OH,240,0.08600900206264081,NH + NO <=> H + N2O,273,0.05298812524060945,HNO + OH <=> H2O + NO,270,-0.03984735709915211,H + NO + M <=> HNO + M,227,0.016232746838086037,HO2 + NO <=> NO2 + OH,230,-0.0039697445626234885,H + NO2 <=> NO + OH,229,-0.0014299667923900808,NO2 + O <=> NO + O2,228,0.0005859854447103921,NO + O + M <=> NO2 + M,258,-5.818288647363996e-08,NH2 + NO2 <=> H2O + N2O,275,-1.2214687830136222e-08,HNO + NO2 <=> HONO + NO,243,-7.600074422824854e-09,NH + NO2 <=> N2O + OH,257,6.400109693074872e-13,HONO + NH2 <=> NH3 + NO2,242,-3.1284509321505024e-13,HONO + NH <=> NH2 + NO2,,,,239,0.5444987285750614,NH + NO <=> H + N2O,224,-0.29435367275273994,H + N2O <=> N2 + OH,240,-0.14805447484481415,NH + NO <=> H + N2O,261,-0.008155825678008701,NNH + O <=> H + N2O,226,-0.0053889386231946714,N2O (+M) <=> N2 + O (+M),222,-0.00016220983168288442,N2O + O <=> N2 + O2,225,-0.00013838736255877162,N2O + OH <=> HO2 + N2,223,-0.00011175644769537038,N2O + O <=> 2 NO,243,7.373274277291365e-06,NH + NO2 <=> N2O + OH,258,6.304089225602178e-07,NH2 + NO2 <=> H2O + N2O
0.5,10.0,5.0,1835.1811917388322,1.478644429584833,0.013369184306322866,0.11367342475568906,test_NO_3\bar_ROP_NO_f0.5_uf10.0_ua5.0.png,272,1.2249775681869626,H + HNO <=> H2 + NO,219,-0.9311573412407127,N + NO <=> N2 + O,221,0.9170854788182449,N + OH <=> H + NO,232,0.5126265393645156,NH + O <=> H + NO,239,-0.36524734243055107,NH + NO <=> H + N2O,220,0.21055349588714128,N + O2 <=> NO + O,241,-0.11289448273815272,NH + NO <=> N2 + OH,240,0.09930752764460714,NH + NO <=> H + N2O,273,0.06778982824024528,HNO + OH <=> H2O + NO,270,-0.058550126257469595,H + NO + M <=> HNO + M,227,0.018544837397626725,HO2 + NO <=> NO2 + OH,230,-0.00436326281483529,H + NO2 <=> NO + OH,229,-0.0014200242513859318,NO2 + O <=> NO + O2,228,0.0006077309058858688,NO + O + M <=> NO2 + M,258,-7.740309358476765e-08,NH2 + NO2 <=> H2O + N2O,243,-1.0313665672855105e-08,NH + NO2 <=> N2O + OH,275,-9.214749588643783e-09,HNO + NO2 <=> HONO + NO,257,6.960761396199829e-13,HONO + NH2 <=> NH3 + NO2,242,-1.5573733212271228e-13,HONO + NH <=> NH2 + NO2,,,,239,0.6731398807430635,NH + NO <=> H + N2O,224,-0.36212486242664654,H + N2O <=> N2 + OH,240,-0.182642986921655,NH + NO <=> H + N2O,261,-0.008945693867200078,NNH + O <=> H + N2O,226,-0.005232627244151998,N2O (+M) <=> N2 + O (+M),222,-0.00022826490838945068,N2O + O <=> N2 + O2,225,-0.0001532067822177192,N2O + OH <=> HO2 + N2,223,-0.00015065156296948436,N2O + O <=> 2 NO,243,1.0874695200546162e-05,NH + NO2 <=> N2O + OH,258,9.630306553012463e-07,NH2 + NO2 <=> H2O + N2O
0.5,10.0,10.0,1787.2031176384019,2.372296863181492,0.028209944164497736,0.19065684510891984,test_NO_3\bar_ROP_NO_f0.5_uf10.0_ua10.0.png,272,1.788703376718006,H + HNO <=> H2 + NO,219,-0.8099769176031463,N + NO <=> N2 + O,221,0.7892485814098744,N + OH <=> H + NO,232,0.7596054379173107,NH + O <=> H + NO,239,-0.35205774231241144,NH + NO <=> H + N2O,220,0.2701894834887354,N + O2 <=> NO + O,270,-0.11358881454000386,H + NO + M <=> HNO + M,273,0.10935281444158969,HNO + OH <=> H2O + NO,241,-0.10816902938928559,NH + NO <=> N2 + OH,240,0.09499277897460388,NH + NO <=> H + N2O,227,0.05467750097638407,HO2 + NO <=> NO2 + OH,230,-0.02533460419354161,H + NO2 <=> NO + OH,229,-0.002562932614534187,NO2 + O <=> NO + O2,228,0.0014309516117710604,NO + O + M <=> NO2 + M,258,-8.124359109497134e-07,NH2 + NO2 <=> H2O + N2O,243,-1.244236034451818e-07,NH + NO2 <=> N2O + OH,275,-3.47612057789225e-08,HNO + NO2 <=> HONO + NO,257,9.666785714651454e-12,HONO + NH2 <=> NH3 + NO2,242,-4.528207398539724e-12,HONO + NH <=> NH2 + NO2,,,,239,1.0415348616527538,NH + NO <=> H + N2O,224,-0.5515688721526235,H + N2O <=> N2 + OH,240,-0.281651038226102,NH + NO <=> H + N2O,261,-0.01094021503307294,NNH + O <=> H + N2O,226,-0.005562048660277373,N2O (+M) <=> N2 + O (+M),222,-0.0005876224711135877,N2O + O <=> N2 + O2,223,-0.000362038320050906,N2O + O <=> 2 NO,225,-0.0002380169067868118,N2O + OH <=> HO2 + N2,243,2.9041987081632335e-05,NH + NO2 <=> N2O + OH,258,2.793239111528438e-06,NH2 + NO2 <=> H2O + N2O
0.75,10.0,10.0,1735.8474257804453,0.8715279055494578,0.005366161050747736,0.03148223412270008,test_NO_3\bar_ROP_NO_f0.75_uf10.0_ua10.0.png,221,0.7876675284966496,N + OH <=> H + NO,219,-0.4530500602469042,N + NO <=> N2 + O,272,0.4355393741122937,H + HNO <=> H2 + NO,232,0.16415607587394818,NH + O <=> H + NO,220,0.0988112976662481,N + O2 <=> NO + O,270,-0.09409491798418625,H + NO + M <=> HNO + M,239,-0.0641114032821782,NH + NO <=> H + N2O,241,-0.019754542759669563,NH + NO <=> N2 + OH,240,0.01728530031105369,NH + NO <=> H + N2O,273,0.011523509470624155,HNO + OH <=> H2O + NO,227,0.007790877235329528,HO2 + NO <=> NO2 + OH,230,-0.002167343003042297,H + NO2 <=> NO + OH,229,-0.00043985223744929017,NO2 + O <=> NO + O2,228,0.0001824825722727657,NO + O + M <=> NO2 + M,258,-2.073082819615745e-09,NH2 + NO2 <=> H2O + N2O,243,-7.672014287711207e-10,NH + NO2 <=> N2O + OH,275,-6.760784527898282e-10,HNO + NO2 <=> HONO + NO,242,-2.8333729924581608e-15,HONO + NH <=> NH2 + NO2,257,2.565668367458385e-15,HONO + NH2 <=> NH3 + NO2,,,,239,0.2001700929980655,NH + NO <=> H + N2O,224,-0.11383937990119333,H + N2O <=> N2 + OH,240,-0.05334793843581817,NH + NO <=> H + N2O,261,-0.0011797720542810553,NNH + O <=> H + N2O,226,-0.0002577469069114721,N2O (+M) <=> N2 + O (+M),222,-3.3544828810989684e-05,N2O + O <=> N2 + O2,225,-1.5172289948338124e-05,N2O + OH <=> HO2 + N2,223,-1.5096484871213e-05,N2O + O <=> 2 NO,243,7.302921470918484e-07,NH + NO2 <=> N2O + OH,258,6.173432204568151e-08,NH2 + NO2 <=> H2O + N2O
0.75,10.0,20.0,1653.4059325674607,1.4383944082096038,0.010929222775518688,0.058094674215217065,test_NO_3\bar_ROP_NO_f0.75_uf10.0_ua20.0.png,221,0.8459765117389393,N + OH <=> H + NO,272,0.8021370006289,H + HNO <=> H2 + NO,219,-0.49470128498742466,N + NO <=> N2 + O,232,0.32091117659438856,NH + O <=> H + NO,220,0.1850221831062841,N + O2 <=> NO + O,270,-0.15555134334992643,H + NO + M <=> HNO + M,239,-0.07691945738049784,NH + NO <=> H + N2O,230,0.024876558801874116,H + NO2 <=> NO + OH,241,-0.023264078812079595,NH + NO <=> N2 + OH,273,0.022240340202789605,HNO + OH <=> H2O + NO,227,0.01962149654553707,HO2 + NO <=> NO2 + OH,230,-0.008359651621374387,H + NO2 <=> NO + OH,229,-0.0007253605956531762,NO2 + O <=> NO + O2,228,0.0003928040136588086,NO + O + M <=> NO2 + M,258,-5.213138732724031e-08,NH2 + NO2 <=> H2O + N2O,243,-1.188153080163406e-08,NH + NO2 <=> N2O + OH,275,-1.553736740186813e-09,HNO + NO2 <=> HONO + NO,257,8.263062771756775e-14,HONO + NH2 <=> NH3 + NO2,242,-7.738953145970816e-14,HONO + NH <=> NH2 + NO2,,,,239,0.31191075968635296,NH + NO <=> H + N2O,224,-0.1698805342760687,H + N2O <=> N2 + OH,240,-0.0826305433418722,NH + NO <=> H + N2O,261,-0.0009503965453519296,NNH + O <=> H + N2O,226,-0.0002039139944562722,N2O (+M) <=> N2 + O (+M),222,-9.522902596814887e-05,N2O + O <=> N2 + O2,223,-3.7344693713489735e-05,N2O + O <=> 2 NO,225,-2.0604976359293295e-05,N2O + OH <=> HO2 + N2,243,2.2611181129964956e-06,NH + NO2 <=> N2O + OH,258,2.2026454115377676e-07,NH2 + NO2 <=> H2O + N2O
0.75,10.0,30.0,1574.5540889014724,2.0422475260235977,0.013393287923671199,0.10673838959690125,test_NO_3\bar_ROP_NO_f0.75_uf10.0_ua30.0.png,272,1.360256528918491,H + HNO <=> H2 + NO,221,0.9183417345493414,N + OH <=> H + NO,219,-0.7421267337065978,N + NO <=> N2 + O,232,0.5227192764714588,NH + O <=> H + NO,220,0.3157558070507414,N + O2 <=> NO + O,270,-0.21264055112015595,H + NO + M <=> HNO + M,239,-0.13638142442552065,NH + NO <=> H + N2O,230,0.043564679650063984,H + NO2 <=> NO + OH,241,-0.039693537065840764,NH + NO <=> N2 + OH,240,0.03616568491593184,NH + NO <=> H + N2O,227,0.01782653091399533,HO2 + NO <=> NO2 + OH,230,-0.004226136754540453,H + NO2 <=> NO + OH,229,-0.0004999433947052016,NO2 + O <=> NO + O2,228,0.0002933283451850183,NO + O + M <=> NO2 + M,258,-4.3105560906002865e-07,NH2 + NO2 <=> H2O + N2O,243,-5.9211586039494216e-08,NH + NO2 <=> N2O + OH,275,-9.199109636978979e-10,HNO + NO2 <=> HONO + NO,257,8.694074175379033e-13,HONO + NH2 <=> NH3 + NO2,242,-2.684144131907436e-14,HONO + NH <=> NH2 + NO2,,,,239,0.35190345510959203,NH + NO <=> H + N2O,224,-0.15335028570900072,H + N2O <=> N2 + OH,240,-0.09171764561540391,NH + NO <=> H + N2O,261,0.00011118918435401224,NNH + O <=> H + N2O,222,-0.00010963216009949492,N2O + O <=> N2 + O2,226,-6.528112329892523e-05,N2O (+M) <=> N2 + O (+M),223,-2.8839589038021995e-05,N2O + O <=> 2 NO,225,-9.152683001951669e-06,N2O + OH <=> HO2 + N2,243,3.984698140095764e-06,NH + NO2 <=> N2O + OH,258,5.974846581092136e-07,NH2 + NO2 <=> H2O + N2O
0.75,20.0,10.0,1689.1176859878317,1.2215651061649786,0.006962980028031056,0.046232636292662325,test_NO_3\bar_ROP_NO_f0.75_uf20.0_ua10.0.png,221,0.9210043559100509,N + OH <=> H + NO,272,0.6539040579855294,H + HNO <=> H2 + NO,219,-0.5629843479789701,N + NO <=> N2 + O,232,0.26051808820494393,NH + O <=> H + NO,220,0.16002359174690625,N + O2 <=> NO + O,270,-0.12811069482313833,H + NO + M <=> HNO + M,239,-0.08277605653464537,NH + NO <=> H + N2O,241,-0.025100846399246035,NH + NO <=> N2 + OH,240,0.022214247190058857,NH + NO <=> H + N2O,273,0.016764796853979178,HNO + OH <=> H2O + NO,227,0.009456528474289697,HO2 + NO <=> NO2 + OH,230,-0.0022960234628928897,H + NO2 <=> NO + OH,229,-0.0003874809200100423,NO2 + O <=> NO + O2,228,0.00018997087263790158,NO + O + M <=> NO2 + M,258,-1.1742446979811753e-08,NH2 + NO2 <=> H2O + N2O,243,-2.6824825097525024e-09,NH + NO2 <=> N2O + OH,275,-5.110727988630221e-10,HNO + NO2 <=> HONO + NO,257,1.4512934971289497e-14,HONO + NH2 <=> NH3 + NO2,242,-5.834267499608804e-15,HONO + NH <=> NH2 + NO2,,,,239,0.25980041611887783,NH + NO <=> H + N2O,224,-0.14326348252053542,H + N2O <=> N2 + OH,240,-0.06895714490180865,NH + NO <=> H + N2O,261,-0.0010341300493712006,NNH + O <=> H + N2O,226,-0.00021242396541668902,N2O (+M) <=> N2 + O (+M),222,-6.0194054105417825e-05,N2O + O <=> N2 + O2,223,-2.467467347855852e-05,N2O + O <=> 2 NO,225,-1.724797567885212e-05,N2O + OH <=> HO2 + N2,243,1.3894575459309475e-06,NH + NO2 <=> N2O + OH,258,1.2885663334373226e-07,NH2 + NO2 <=> H2O + N2O
0.75,20.0,20.0,1591.055040757689,1.5977527236875617,0.01538085075789082,0.08475214702876897,test_NO_3\bar_ROP_NO_f0.75_uf20.0_ua20.0.png,272,1.2142945492859876,H + HNO <=> H2 + NO,219,-1.1542724450807746,N + NO <=> N2 + O,221,1.1182294110250623,N + OH <=> H + NO,232,0.47208294081645963,NH + O <=> H + NO,220,0.3498455730241007,N + O2 <=> NO + O,239,-0.1992161789097019,NH + NO <=> H + N2O,270,-0.1815352407461128,H + NO + M <=> HNO + M,241,-0.0573371672153018,NH + NO <=> N2 + OH,240,0.05292194210900354,NH + NO <=> H + N2O,256,-0.024748283659420396,NH2 + NO <=> NNH + OH,227,0.03436396367920239,HO2 + NO <=> NO2 + OH,230,-0.018650445563240897,H + NO2 <=> NO + OH,229,-0.000954513011560174,NO2 + O <=> NO + O2,228,0.0006223442684571101,NO + O + M <=> NO2 + M,258,-4.1889252962918415e-07,NH2 + NO2 <=> H2O + N2O,243,-7.632522610264594e-08,NH + NO2 <=> N2O + OH,275,-3.397334548127512e-09,HNO + NO2 <=> HONO + NO,257,8.876395298705059e-13,HONO + NH2 <=> NH3 + NO2,242,-7.649717733173326e-13,HONO + NH <=> NH2 + NO2,,,,239,0.3513103759185808,NH + NO <=> H + N2O,224,-0.17382244413777218,H + N2O <=> N2 + OH,240,-0.0922329656915794,NH + NO <=> H + N2O,261,-0.00021321466636579803,NNH + O <=> H + N2O,222,-0.00012570268059287223,N2O + O <=> N2 + O2,226,-0.00011318552430612663,N2O (+M) <=> N2 + O (+M),223,-3.971783963981588e-05,N2O + O <=> 2 NO,225,-1.5071554517070349e-05,N2O + OH <=> HO2 + N2,243,3.6272185358529416e-06,NH + NO2 <=> N2O + OH,258,4.4598642560823576e-07,NH2 + NO2 <=> H2O + N2O
